CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C16167,1546.414616,0.909091,0.0,0.0,0.0,4544.457479,0.0,0.0,0.0,0.416667,15,0,3500.0,3440.235297,729.873545,0.1,12
C12384,1138.534442,1.0,8665.38,6120.4,2544.98,0.0,1.0,1.0,1.0,0.0,0,104,9500.0,8216.880805,240.601287,0.166667,12
C12345,287.140554,0.636364,316.78,0.0,316.78,0.0,0.75,0.0,0.75,0.0,0,15,4500.0,1308.806298,248.833196,0.0,12
C18692,20.620429,0.818182,169.66,0.0,169.66,0.0,0.75,0.0,0.666667,0.0,0,9,1000.0,192.185764,145.811693,1.0,12
C13828,2531.153022,0.909091,0.0,0.0,0.0,2718.185493,0.0,0.0,0.0,0.090909,8,0,3500.0,712.639694,728.897716,0.0,11
C18693,2096.451649,1.0,165.29,165.29,0.0,2359.624627,0.222222,0.222222,0.0,0.222222,6,3,2500.0,453.341203,476.869478,0.0,9
C15526,658.6552,1.0,629.99,629.99,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6000.0,353.862252,247.500183,0.0,12
C17369,910.821412,1.0,3726.65,2536.89,1189.76,0.0,1.0,0.916667,1.0,0.0,0,74,3000.0,5125.340024,238.125482,0.0,12
C16184,1.956658,0.272727,393.71,168.71,225.0,0.0,0.416667,0.166667,0.25,0.0,0,6,1700.0,178.707279,,0.0,12
C15230,1844.889665,1.0,1848.24,1848.24,0.0,0.0,0.75,0.75,0.0,0.0,0,12,3400.0,1239.278015,427.761699,0.0,12
C14895,38.795708,0.636364,229.48,229.48,0.0,0.0,0.25,0.25,0.0,0.0,0,3,3050.0,392.882251,132.864883,0.0,12
C16330,1603.991792,1.0,0.0,0.0,0.0,73.24187,0.0,0.0,0.0,0.166667,2,0,1700.0,437.134508,673.208585,0.0,12
C12580,3312.222433,1.0,3729.7,2169.35,1560.35,0.0,1.0,1.0,1.0,0.0,0,81,8000.0,4974.329762,931.22828,0.0,12
C18555,11.115883,1.0,216.36,0.0,216.36,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,199.847489,34.928987,0.555556,12
C15051,768.881695,0.727273,408.59,408.59,0.0,0.0,0.25,0.25,0.0,0.0,0,7,2500.0,2095.952073,250.856639,0.125,12
C14916,1124.582725,1.0,0.0,0.0,0.0,219.933843,0.0,0.0,0.0,0.333333,4,0,1200.0,446.251464,228.206218,0.0,12
C12560,2008.004976,1.0,75.5,75.5,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,5000.0,485.389275,603.340807,0.0,12
C15347,5194.184491,1.0,73.42,73.42,0.0,1101.178394,0.083333,0.083333,0.0,0.166667,3,1,9500.0,1465.747485,1141.633296,0.0,12
C19140,4.817213,0.285714,0.0,0.0,0.0,38.627907,0.0,0.0,0.0,0.142857,1,0,500.0,51.013461,16.261428,0.0,7
C12730,12.737355,0.909091,152.73,0.0,152.73,0.0,0.75,0.0,0.666667,0.0,0,9,1200.0,159.150457,130.831887,0.555556,12
C13086,233.376877,1.0,1178.12,901.5,276.62,0.0,1.0,0.25,1.0,0.0,0,28,6000.0,1098.390459,177.323148,0.0,12
C13342,4064.615698,1.0,351.0,0.0,351.0,2412.0422,0.75,0.0,0.666667,0.083333,3,9,5000.0,702.91438,2615.222618,0.0,12
C14291,2224.065672,1.0,81.84,81.84,0.0,1570.966236,0.083333,0.083333,0.0,0.666667,12,5,2500.0,487.001643,968.791469,0.0,12
C13155,9.12851,0.181818,80.06,80.06,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,0.0,,0.0,12
C14753,452.951976,0.454545,3649.83,3649.83,0.0,0.0,0.25,0.25,0.0,0.0,0,10,7500.0,209.217046,164.503829,0.0,12
C18532,1304.669711,1.0,938.95,839.95,99.0,718.244077,0.875,0.75,0.625,0.25,3,19,6000.0,397.559825,221.76596,0.0,8
C13179,4075.540208,1.0,0.0,0.0,0.0,3502.346314,0.0,0.0,0.0,0.25,4,0,14000.0,8012.84957,1088.217898,0.0,12
C14416,5686.466725,0.909091,177.35,177.35,0.0,0.0,0.090909,0.090909,0.0,0.0,0,1,8000.0,1775.784106,1724.337874,0.0,11
C17231,3120.738718,1.0,0.0,0.0,0.0,6125.592369,0.0,0.0,0.0,0.416667,12,0,4800.0,3040.97074,940.054425,0.2,12
C13586,1516.547224,1.0,565.61,0.0,565.61,0.0,1.0,0.0,1.0,0.0,0,17,1500.0,857.794499,1136.557523,0.0,12
C15512,4800.168978,1.0,0.0,0.0,0.0,4491.730795,0.0,0.0,0.0,0.272727,11,0,9000.0,1134.482984,1092.950836,0.0,11
C10731,963.572006,1.0,2210.97,1741.3,469.67,0.0,1.0,1.0,0.416667,0.0,0,50,9500.0,2946.752322,345.15359,0.0,12
C15299,5292.264382,1.0,0.0,0.0,0.0,3383.299741,0.0,0.0,0.0,0.666667,9,0,8000.0,994.210187,1051.709303,0.0,9
C10416,3770.560441,0.875,964.06,260.0,704.06,5140.287889,0.875,0.125,0.75,0.625,24,8,6000.0,565.71913,1241.283569,0.0,8
C17790,1865.008929,1.0,0.0,0.0,0.0,2087.392116,0.0,0.0,0.0,0.25,3,0,2500.0,2709.693363,460.334824,0.083333,12
C12959,1175.749847,1.0,848.26,115.0,733.26,1032.462268,0.916667,0.083333,0.833333,0.083333,2,12,1200.0,2117.531771,838.137478,0.083333,12
C18726,155.167572,0.8,1084.76,0.0,1084.76,0.0,0.8,0.0,0.7,0.0,0,12,4000.0,1070.911497,147.700045,0.666667,10
C16038,113.36255,1.0,1160.35,853.35,307.0,0.0,0.833333,0.666667,0.416667,0.0,0,25,5000.0,1223.179332,158.882035,0.888889,12
C16608,33.535261,1.0,319.98,0.0,319.98,0.0,1.0,0.0,0.833333,0.0,0,6,1000.0,264.453806,88.798002,1.0,6
C18230,15.740657,0.727273,72.0,72.0,0.0,0.0,0.25,0.25,0.0,0.0,0,5,1000.0,44.098703,205.53426,0.0,12
C13633,909.164049,0.454545,200.0,200.0,0.0,3213.624456,0.083333,0.083333,0.0,0.416667,13,1,4000.0,149.396413,714.634361,0.0,12
C13194,4028.315428,1.0,0.0,0.0,0.0,275.691831,0.0,0.0,0.0,0.083333,1,0,4500.0,892.224219,1572.219063,0.0,12
C17985,1420.656377,0.875,0.0,0.0,0.0,1773.769481,0.0,0.0,0.0,0.25,4,0,2500.0,316.465166,344.662808,0.0,8
C15551,45.869314,0.363636,0.0,0.0,0.0,566.943998,0.0,0.0,0.0,0.25,10,0,4500.0,238.152441,123.753834,0.0,12
C16857,5487.071216,1.0,2435.09,518.05,1917.04,3052.71063,0.916667,0.083333,0.916667,0.333333,4,25,7500.0,1298.306155,1309.041902,0.0,12
C10251,1272.927288,1.0,5350.19,4783.34,566.85,0.0,1.0,1.0,0.916667,0.0,0,101,8000.0,5825.602115,318.305326,0.166667,12
C17106,942.555708,1.0,150.0,0.0,150.0,1066.604854,0.333333,0.0,0.25,0.083333,4,6,1200.0,1445.633559,492.370581,0.0,12
C17821,2646.022772,1.0,1541.13,487.0,1054.13,1234.504809,0.916667,0.25,0.833333,0.333333,6,17,4000.0,600.203047,575.913224,0.0,12
C17867,717.764625,1.0,3358.25,3358.25,0.0,0.0,1.0,1.0,0.0,0.0,0,127,4000.0,2370.592652,202.790825,0.0,12
C14267,478.787453,1.0,780.38,655.74,124.64,144.37846,0.5,0.416667,0.083333,0.083333,1,12,1500.0,1842.23355,217.989591,0.111111,12
C12571,1003.058842,1.0,1627.0,1627.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0,12,1200.0,1897.171179,613.912928,0.0,12
C17841,2230.689402,1.0,0.0,0.0,0.0,2393.464326,0.0,0.0,0.0,0.166667,4,0,2500.0,458.73255,467.263413,0.0,12
C11965,2297.324675,1.0,4474.43,3544.31,930.12,1508.526487,0.916667,0.75,0.416667,0.166667,3,44,5500.0,9481.484058,846.555233,0.083333,12
C17704,28.80071,0.727273,173.02,0.0,173.02,0.0,0.5,0.0,0.5,0.0,0,6,1000.0,229.503322,133.44239,0.272727,12
C12585,774.645244,1.0,190.54,0.0,190.54,2467.204866,0.416667,0.0,0.333333,0.25,4,6,1200.0,2365.524893,423.0202,0.166667,12
C19046,25.679113,0.9,379.0,0.0,379.0,0.0,0.9,0.0,0.8,0.0,0,9,1000.0,354.062545,135.039818,1.0,10
C12273,2882.954391,1.0,3591.81,2452.56,1139.25,554.07167,1.0,0.818182,0.818182,0.090909,2,74,10450.0,8438.775135,768.82697,0.0,11
C12041,0.001289,0.181818,96.12,0.0,96.12,0.0,0.833333,0.0,0.833333,0.0,0,10,1500.0,102.848649,0.019163,0.0,12
C17562,36.57785,0.545455,561.48,0.0,561.48,0.0,0.5,0.0,0.416667,0.0,0,6,3000.0,891.708605,167.286067,1.0,12
C19100,12.784443,0.625,94.71,0.0,94.71,0.0,0.875,0.0,0.75,0.0,0,7,1500.0,144.041664,78.033738,0.0,8
C18196,822.579064,1.0,1188.24,0.0,1188.24,0.0,1.0,0.0,1.0,0.0,0,36,1000.0,1773.581187,2070.636374,0.0,12
C13939,1812.61375,0.727273,0.0,0.0,0.0,2804.289646,0.0,0.0,0.0,0.083333,1,0,9000.0,961.987007,951.721048,0.0,12
C13445,1.366727,0.545455,0.0,0.0,0.0,191.751369,0.0,0.0,0.0,0.083333,1,0,1200.0,594.099172,26.161818,0.166667,12
C16975,900.292445,0.909091,0.0,0.0,0.0,1103.829113,0.0,0.0,0.0,0.166667,6,0,1400.0,190.33293,216.278844,0.0,12
C12057,1060.422892,0.818182,161.5,161.5,0.0,765.748489,0.166667,0.166667,0.0,0.166667,5,3,3700.0,2333.389981,475.983876,0.111111,12
C15352,88.012898,0.545455,975.0,0.0,975.0,0.0,0.583333,0.0,0.583333,0.0,0,11,2725.0,1930.437135,142.662885,0.857143,12
C15413,660.468854,1.0,0.0,0.0,0.0,1334.235174,0.0,0.0,0.0,0.583333,8,0,1700.0,205.396282,195.799861,0.0,12
C16337,2212.921154,1.0,52.9,52.9,0.0,2035.862807,0.083333,0.083333,0.0,0.583333,19,1,3500.0,704.408044,601.028911,0.0,12
C17595,1099.649455,1.0,0.0,0.0,0.0,72.841356,0.0,0.0,0.0,0.166667,2,0,1200.0,322.777824,309.246328,0.0,12
C10193,874.583247,1.0,516.54,159.07,357.47,0.0,1.0,0.333333,0.916667,0.0,0,30,900.0,579.749308,693.894717,0.0,12
C11414,1140.787563,1.0,2796.54,2096.49,700.05,0.0,0.833333,0.166667,0.75,0.0,0,15,4500.0,2139.874585,260.662747,0.0,12
C16080,912.912728,0.857143,0.0,0.0,0.0,1563.920556,0.0,0.0,0.0,0.285714,9,0,1500.0,212.084925,331.487123,0.0,7
C11477,449.556041,0.454545,143.0,143.0,0.0,1135.028534,0.083333,0.083333,0.0,0.25,4,2,5000.0,4723.998143,351.230553,0.0,12
C15767,1371.015868,1.0,180.0,180.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,3000.0,534.055194,866.123831,0.0,12
C17495,978.771066,1.0,905.04,545.12,359.92,0.0,0.666667,0.166667,0.666667,0.0,0,20,4000.0,392.482391,315.469998,0.0,12
C11760,5193.415429,1.0,3584.8,2204.52,1380.28,0.0,1.0,1.0,1.0,0.0,0,52,15500.0,1734.349114,1322.868997,0.0,12
C19135,41.781274,1.0,161.46,38.4,123.06,0.0,1.0,0.285714,0.857143,0.0,0,9,1500.0,42.028314,95.100161,0.2,7
C17102,832.774626,1.0,416.76,0.0,416.76,0.0,0.583333,0.0,0.583333,0.0,0,10,1000.0,169.674083,296.943958,0.0,12
C10179,2187.732265,0.857143,0.0,0.0,0.0,3905.326256,0.0,0.0,0.0,0.285714,9,0,3000.0,1423.788603,461.365626,0.2,7
C11224,3959.912911,1.0,0.0,0.0,0.0,158.159923,0.0,0.0,0.0,0.333333,4,0,4000.0,701.794235,1641.805004,0.0,12
C10814,14.731998,0.818182,121.5,0.0,121.5,0.0,0.818182,0.0,0.818182,0.0,0,9,4000.0,137.148597,125.135021,0.0,11
C15022,7.20735,0.545455,152.02,0.0,152.02,0.0,0.583333,0.0,0.5,0.0,0,7,1000.0,219.445915,99.133361,0.5,12
C13744,7064.55047,1.0,0.0,0.0,0.0,11582.49911,0.0,0.0,0.0,0.75,38,0,11500.0,7964.175992,1607.124085,0.0,12
C17990,0.0,0.0,147.0,0.0,147.0,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,152.109132,,0.0,12
C10169,1610.040203,1.0,557.19,525.64,31.55,0.0,0.25,0.083333,0.166667,0.0,0,5,4000.0,422.711848,616.005839,0.0,12
C13886,102.58313,0.636364,2044.73,1294.39,750.34,0.0,1.0,1.0,0.666667,0.0,0,24,10000.0,2329.319937,64.668944,0.3,12
C18381,1036.242361,1.0,365.9,0.0,365.9,0.0,0.75,0.0,0.75,0.0,0,9,1000.0,695.253351,829.465424,0.0,12
C13773,5970.705432,1.0,6091.51,2071.52,4019.99,0.0,1.0,0.666667,1.0,0.0,0,111,8500.0,2516.606708,1333.818771,0.0,12
C10508,3690.177649,1.0,0.0,0.0,0.0,1328.643945,0.0,0.0,0.0,0.5,11,0,4000.0,1006.358943,1819.542692,0.0,12
C15481,34.195309,1.0,211.56,0.0,211.56,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,188.66041,153.221194,0.5,12
C13952,1.025109,0.090909,59.66,0.0,59.66,0.0,0.083333,0.0,0.083333,0.0,0,1,1700.0,0.0,,0.0,12
C12044,2004.298844,1.0,1500.0,1500.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,675.426241,672.964531,0.0,12
C13771,2803.663441,1.0,81.41,0.0,81.41,0.0,0.5,0.0,0.5,0.0,0,6,3000.0,839.354624,967.565584,0.0,12
C10083,6593.820644,1.0,388.66,388.66,0.0,4621.93458,0.583333,0.583333,0.0,0.416667,7,7,7000.0,1624.583114,2503.40234,0.0,12
C10797,2388.503738,1.0,4021.29,2303.6,1717.69,2075.781347,1.0,1.0,0.5,0.333333,4,44,5000.0,2851.045852,794.323892,0.0,12
C15669,6976.34614,1.0,2552.1,2080.01,472.09,377.85546,1.0,0.916667,0.833333,0.083333,1,50,9000.0,1850.332531,2024.379006,0.0,12
C15871,1219.143484,0.666667,0.0,0.0,0.0,1893.219765,0.0,0.0,0.0,0.5,3,0,2000.0,204.789406,274.065414,0.0,6
C15156,390.008261,1.0,0.0,0.0,0.0,463.287959,0.0,0.0,0.0,0.083333,1,0,2500.0,250.588485,205.177541,0.0,12
C14643,380.517893,1.0,2590.27,2102.46,487.81,0.0,0.916667,0.916667,0.416667,0.0,0,49,2500.0,1825.405687,173.164117,0.090909,12
C14693,39.523885,0.727273,592.88,451.18,141.7,0.0,0.583333,0.583333,0.083333,0.0,0,9,12000.0,1111.148943,120.742325,0.833333,12
C16557,7803.071972,1.0,1000.55,0.0,1000.55,1490.239239,1.0,0.0,1.0,0.333333,6,35,8000.0,3478.320794,2722.218432,0.0,12
C12708,6810.401782,1.0,635.76,164.32,471.44,3863.40531,0.916667,0.083333,0.916667,0.25,13,17,10000.0,3161.148768,3781.907645,0.0,12
C18263,2731.663846,0.833333,0.0,0.0,0.0,5724.953197,0.0,0.0,0.0,0.333333,4,0,8000.0,574.931823,541.703109,0.0,6
C10876,2315.003636,1.0,0.0,0.0,0.0,3253.033658,0.0,0.0,0.0,0.666667,27,0,3000.0,2467.952091,986.843214,0.0,12
C15050,3067.274152,1.0,0.0,0.0,0.0,591.246114,0.0,0.0,0.0,0.083333,1,0,3500.0,692.136868,877.674613,0.0,12
C14523,1961.246269,1.0,0.0,0.0,0.0,233.246267,0.0,0.0,0.0,0.4,4,0,2000.0,422.017882,415.210454,0.0,10
C15520,4375.764064,1.0,1016.41,0.0,1016.41,252.583938,0.916667,0.0,0.833333,0.083333,1,12,10000.0,1133.806322,1165.41843,0.0,12
C10561,7190.047748,1.0,1549.61,1549.61,0.0,3269.100834,0.666667,0.666667,0.0,0.75,11,19,17500.0,1727.425472,1770.058766,0.0,12
C16223,0.0,0.0,0.0,0.0,0.0,72.388903,0.0,0.0,0.0,0.083333,1,0,3000.0,197.845282,,0.0,12
C16234,158.038938,1.0,1780.83,1697.47,83.36,0.0,1.0,1.0,0.166667,0.0,0,51,4500.0,1892.999476,168.906777,1.0,12
C11385,80.363442,0.909091,2370.44,47.5,2322.94,0.0,1.0,0.083333,1.0,0.0,0,63,1500.0,2373.35922,141.350236,0.818182,12
C17197,255.4001,0.454545,630.03,630.03,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,294.185139,294.438262,0.0,12
C14079,1798.042812,1.0,0.0,0.0,0.0,478.838983,0.0,0.0,0.0,0.083333,1,0,6300.0,1192.610471,564.715406,0.0,12
C18577,252.359096,1.0,2487.0,0.0,2487.0,0.0,1.0,0.0,1.0,0.0,0,12,450.0,2347.418943,2621.829478,0.166667,12
C11540,4804.072481,1.0,0.0,0.0,0.0,1116.128466,0.0,0.0,0.0,0.583333,11,0,5000.0,1589.654582,1456.920041,0.0,12
C15503,1268.584315,1.0,1835.93,255.32,1580.61,674.180105,1.0,0.25,1.0,0.083333,1,30,1200.0,3021.605454,3148.909502,0.083333,12
C15599,4837.835705,0.909091,1283.4,1140.9,142.5,6312.335558,0.818182,0.818182,0.090909,1.0,24,34,4500.0,5190.696125,6825.44203,0.0,11
C14376,13.713339,0.636364,504.08,137.9,366.18,0.0,0.583333,0.083333,0.5,0.0,0,11,4500.0,448.622511,76.110182,0.4,12
C11208,74.568421,0.454545,600.0,200.0,400.0,0.0,0.333333,0.083333,0.25,0.0,0,5,6000.0,1307.801313,143.732476,1.0,12
C17331,1432.654644,1.0,604.52,178.16,426.36,0.0,1.0,0.25,1.0,0.0,0,17,1400.0,611.086937,901.913989,0.0,12
C12946,4215.771256,1.0,0.0,0.0,0.0,7870.352952,0.0,0.0,0.0,0.416667,16,0,7500.0,5197.380969,1561.708701,0.083333,12
C13310,2308.191918,1.0,47.8,0.0,47.8,0.0,0.083333,0.0,0.083333,0.0,0,1,3000.0,617.883193,590.47289,0.0,12
C15010,7.047482,0.545455,321.07,321.07,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,3000.0,285.785253,52.529089,0.0,12
C15158,2461.015559,0.636364,0.0,0.0,0.0,308.497698,0.0,0.0,0.0,0.166667,2,0,6500.0,8328.730628,982.558921,0.142857,12
C14505,5118.492838,1.0,3848.92,3247.26,601.66,8383.293085,0.916667,0.583333,0.666667,0.25,27,70,12000.0,1450.987082,1246.026053,0.0,12
C16562,1475.485907,1.0,522.68,522.68,0.0,1635.215775,0.25,0.25,0.0,0.166667,4,7,3000.0,265.318943,572.110855,0.0,12
C10639,3419.661676,1.0,11.06,11.06,0.0,1261.347779,0.083333,0.083333,0.0,0.083333,1,1,4000.0,745.984976,1243.56477,0.0,12
C17252,1512.574159,1.0,622.03,0.0,622.03,1344.577203,1.0,0.0,1.0,0.416667,6,17,1800.0,1064.435406,677.9132,0.0,12
C14341,5543.972323,1.0,0.0,0.0,0.0,2231.203315,0.0,0.0,0.0,0.333333,9,0,6000.0,1265.31093,1978.26824,0.0,12
C16563,419.727505,1.0,1945.8,0.0,1945.8,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,1348.704313,171.24898,0.181818,12
C13674,158.657744,0.909091,752.0,752.0,0.0,0.0,0.25,0.25,0.0,0.0,0,4,2500.0,865.171658,161.710712,0.0,12
C11101,6.914784,0.454545,71.4,0.0,71.4,0.0,0.166667,0.0,0.083333,0.0,0,2,2000.0,21.55251,112.584481,0.0,12
C11914,2154.354852,1.0,104.0,104.0,0.0,91.406322,0.090909,0.090909,0.0,0.090909,1,1,6000.0,732.471319,512.458262,0.0,11
C12656,3268.304631,1.0,340.57,250.48,90.09,2671.441618,0.583333,0.083333,0.5,0.333333,10,8,6000.0,1282.359,1027.045756,0.0,12
C18334,14.773807,0.272727,160.0,0.0,160.0,0.0,0.181818,0.0,0.090909,0.0,0,2,1800.0,377.03508,210.244734,1.0,11
C14739,38.994955,1.0,431.52,431.52,0.0,0.0,1.0,1.0,0.0,0.0,0,12,7000.0,417.892105,182.596244,1.0,12
C16019,92.007959,1.0,1265.58,0.0,1265.58,0.0,1.0,0.0,1.0,0.0,0,26,5700.0,1341.967777,178.143055,1.0,12
C12618,956.303408,0.857143,1451.5,1451.5,0.0,0.0,0.571429,0.571429,0.0,0.0,0,54,1200.0,210.435488,886.458108,0.0,7
C11312,12.659909,0.272727,5252.04,2501.0,2751.04,0.0,1.0,0.166667,1.0,0.0,0,40,7350.0,4086.011768,29.259869,0.083333,12
C16903,37.759404,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,429.594704,186.268047,1.0,12
C14497,208.707195,0.545455,2351.58,2351.58,0.0,0.0,0.25,0.25,0.0,0.0,0,7,4500.0,3711.189548,162.638519,1.0,12
C13355,3688.371995,1.0,0.0,0.0,0.0,10746.54538,0.0,0.0,0.0,1.0,63,0,7000.0,10906.06846,1059.881395,0.083333,12
C17054,1154.241515,1.0,102.0,102.0,0.0,98.317922,0.166667,0.166667,0.0,0.166667,2,2,1200.0,312.440002,754.478004,0.0,12
C13056,1083.787792,1.0,110.0,110.0,0.0,342.027342,0.083333,0.083333,0.0,0.333333,7,1,1200.0,504.434613,438.752592,0.0,12
C17535,2971.600871,1.0,6513.38,4694.68,1818.7,0.0,0.916667,0.333333,0.833333,0.0,0,41,5000.0,4960.050608,1273.686277,0.0,12
C13652,4752.694271,1.0,0.0,0.0,0.0,3473.011991,0.0,0.0,0.0,0.833333,36,0,5000.0,2662.805022,2683.218557,0.0,12
C17414,4995.526188,1.0,0.0,0.0,0.0,5807.528817,0.0,0.0,0.0,0.416667,13,0,6000.0,1083.891126,1437.869477,0.0,12
C17796,294.720216,1.0,1880.0,0.0,1880.0,0.0,1.0,0.0,0.833333,0.0,0,6,1000.0,1479.018473,87.232429,1.0,6
C14177,1676.218891,1.0,0.0,0.0,0.0,774.229185,0.0,0.0,0.0,0.416667,8,0,1800.0,477.308046,487.840515,0.0,12
C16298,460.56625,1.0,864.61,864.61,0.0,0.0,0.833333,0.833333,0.0,0.0,0,11,3000.0,1880.266926,362.449997,0.25,12
C10085,81.584711,0.272727,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5,0,9500.0,116.569033,164.692136,0.0,12
C12390,74.34204,1.0,724.52,200.0,524.52,0.0,1.0,0.083333,1.0,0.0,0,13,4000.0,529.362717,189.362616,0.916667,12
C18836,997.496745,1.0,1629.83,1629.83,0.0,276.760257,0.583333,0.583333,0.0,0.25,5,21,1200.0,890.611754,590.889201,0.0,12
C16098,1679.952713,1.0,585.39,585.39,0.0,0.0,0.75,0.75,0.0,0.0,0,11,1700.0,523.910288,1315.479892,0.0,12
C18449,51.08934,0.818182,140.75,0.0,140.75,0.0,0.416667,0.0,0.416667,0.0,0,5,1000.0,347.240071,238.811356,0.111111,12
C15774,1631.603874,1.0,0.0,0.0,0.0,831.780875,0.0,0.0,0.0,0.181818,2,0,1800.0,357.259124,687.048707,0.0,11
C17295,263.581756,0.727273,1944.26,700.0,1244.26,819.47409,0.5,0.083333,0.416667,0.083333,2,10,2700.0,2628.464774,78.530864,0.0,12
C16040,1.632453,0.363636,1985.62,0.0,1985.62,0.0,1.0,0.0,1.0,0.0,0,41,7500.0,1792.109113,0.261984,0.0,12
C12293,5.120644,0.2,55.55,0.0,55.55,0.0,0.1,0.0,0.1,0.0,0,1,6000.0,0.0,,0.0,10
C19002,865.137568,1.0,149.0,0.0,149.0,1052.459725,0.272727,0.0,0.181818,0.181818,2,3,1200.0,643.503303,248.667131,0.0,11
C12525,198.12512,1.0,0.0,0.0,0.0,973.656086,0.0,0.0,0.0,0.166667,5,0,1200.0,253.475631,73.411615,0.083333,12
C12523,2008.461205,1.0,0.0,0.0,0.0,2436.107429,0.0,0.0,0.0,0.083333,4,0,2900.0,3092.937061,681.529737,0.083333,12
C13680,33.117601,0.909091,157.61,157.61,0.0,0.0,0.333333,0.333333,0.0,0.0,0,8,1800.0,173.321501,135.658586,0.142857,12
C12631,8.187263,0.111111,0.0,0.0,0.0,793.848237,0.0,0.0,0.0,0.111111,1,0,1350.0,0.0,,0.0,9
C14989,35.16925,0.636364,272.34,0.0,272.34,0.0,0.416667,0.0,0.416667,0.0,0,8,1500.0,386.322209,104.5487,0.272727,12
C15581,39.554197,0.545455,353.9,0.0,353.9,0.0,0.5,0.0,0.5,0.0,0,6,2500.0,374.472803,85.914125,0.454545,12
C15914,1474.532261,1.0,106.0,106.0,0.0,36.308611,0.083333,0.083333,0.0,0.083333,2,2,3000.0,349.349174,434.513783,0.0,12
C17525,24.660951,0.363636,0.0,0.0,0.0,398.729042,0.0,0.0,0.0,0.090909,1,0,500.0,757.357928,132.251286,0.5,11
C10544,15258.2259,1.0,529.3,529.3,0.0,4100.891579,0.5,0.5,0.0,1.0,23,10,19000.0,2051.14647,3905.740148,0.0,8
C18148,0.0,0.0,136.8,0.0,136.8,0.0,1.0,0.0,1.0,0.0,0,12,2700.0,127.99655,,0.0,12
C10139,9354.06045,1.0,796.33,796.33,0.0,13748.47131,0.083333,0.083333,0.0,0.666667,16,1,13000.0,10664.65866,2600.875721,0.083333,12
C12538,339.294514,1.0,2601.6,0.0,2601.6,0.0,1.0,0.0,1.0,0.0,0,12,1800.0,2582.18354,2374.370421,0.909091,12
C18462,20.12252,0.666667,212.82,0.0,212.82,0.0,0.666667,0.0,0.5,0.0,0,5,2500.0,193.710394,85.787699,1.0,6
C12138,3250.621234,1.0,247.31,0.0,247.31,823.112588,0.583333,0.0,0.5,0.416667,6,7,4000.0,1016.490545,1014.858941,0.0,12
C18355,930.65642,1.0,300.05,0.0,300.05,0.0,0.75,0.0,0.75,0.0,0,9,1200.0,513.064156,330.422815,0.0,12
C19081,2588.410789,0.888889,787.4,0.0,787.4,3762.650329,0.777778,0.0,0.666667,0.555556,10,17,3000.0,1739.406636,1769.001229,0.0,9
C16881,1474.990634,0.818182,4469.59,2836.63,1632.96,0.0,1.0,0.666667,1.0,0.0,0,67,4000.0,4337.964147,770.352007,0.0,12
C11795,4226.501257,1.0,4900.0,4900.0,0.0,980.879554,0.166667,0.166667,0.0,0.083333,1,7,10500.0,615.450902,1637.629006,0.0,12
C14392,490.157047,1.0,0.0,0.0,0.0,1289.130072,0.0,0.0,0.0,0.583333,13,0,1200.0,342.973205,183.96848,0.0,12
C17407,2371.89209,1.0,447.81,289.43,158.38,5515.157108,0.818182,0.181818,0.636364,0.454545,16,17,8500.0,458.534768,673.83736,0.0,11
C13817,9598.377893,1.0,781.18,332.95,448.23,5967.801306,1.0,0.083333,1.0,0.333333,14,19,12000.0,2723.358933,4437.764187,0.0,12
C11572,793.713659,1.0,1307.0,1307.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,1,3000.0,1533.10785,115.667981,0.0,6
C16460,1394.926414,1.0,0.0,0.0,0.0,4091.737498,0.0,0.0,0.0,0.25,5,0,5000.0,488.155542,299.651665,0.0,12
C17223,1458.219714,1.0,701.52,0.0,701.52,0.0,0.583333,0.0,0.5,0.0,0,13,1500.0,612.91894,1827.848509,0.0,12
C15335,14.5923,1.0,200.4,0.0,200.4,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,196.541494,156.086837,0.454545,12
